city,city_ascii,state_id,state_name,lat,lng
Helper,Helper,UT,Utah,39.6898,-110.8597
Shinnston,Shinnston,WV,West Virginia,39.3923,-80.2989
San Juan Bautista,San Juan Bautista,CA,California,36.8455,-121.538
Belvedere,Belvedere,CA,California,37.8735,-122.4662
Cumberland,Cumberland,WI,Wisconsin,45.5361,-92.0289
Belville,Belville,NC,North Carolina,34.2194,-77.9984
Maysville,Maysville,GA,Georgia,34.2557,-83.5521
East Helena,East Helena,MT,Montana,46.585,-111.9158
Jobos,Jobos,PR,Puerto Rico,17.9608,-66.1655
Falmouth,Falmouth,KY,Kentucky,38.6708,-84.331
Egypt,Egypt,PA,Pennsylvania,40.6858,-75.5334
Angola,Angola,NY,New York,42.6379,-79.0295
Mayer,Mayer,AZ,Arizona,34.4233,-112.2408
Hanley Hills,Hanley Hills,MO,Missouri,38.6856,-90.3249
Westport,Westport,WA,Washington,46.8917,-124.1118
Murphys,Murphys,CA,California,38.1447,-120.4348
Bowdon,Bowdon,GA,Georgia,33.5378,-85.2539
Gila Bend,Gila Bend,AZ,Arizona,32.9662,-112.7155
New Boston,New Boston,OH,Ohio,38.7516,-82.9351
Willow Springs,Willow Springs,MO,Missouri,36.9878,-91.9621
Kure Beach,Kure Beach,NC,North Carolina,34.0003,-77.9077
Oakbrook Terrace,Oakbrook Terrace,IL,Illinois,41.8539,-87.9685
Nisswa,Nisswa,MN,Minnesota,46.5003,-94.2977
Campbell,Campbell,FL,Florida,28.2603,-81.4525
South Zanesville,South Zanesville,OH,Ohio,39.9036,-82.0178
Josephine,Josephine,TX,Texas,33.0618,-96.3186
North Pole,North Pole,AK,Alaska,64.753,-147.36
Caledonia,Caledonia,NY,New York,42.9755,-77.8571
Anchor Point,Anchor Point,AK,Alaska,59.7703,-151.7052
Chouteau,Chouteau,OK,Oklahoma,36.1884,-95.3362
Malone,Malone,FL,Florida,30.9589,-85.1622
Labadieville,Labadieville,LA,Louisiana,29.8247,-90.9525
Zion,Zion,PA,Pennsylvania,40.9167,-77.6908
Graysville,Graysville,AL,Alabama,33.6583,-86.9674
San Ysidro,San Ysidro,NM,New Mexico,32.3568,-106.8129
Eastport,Eastport,NY,New York,40.8407,-72.7251
Lakemont,Lakemont,PA,Pennsylvania,40.466,-78.3916
Milford,Milford,NE,Nebraska,40.7722,-97.0535
Williamsport,Williamsport,MD,Maryland,39.5974,-77.818
Essex Fells,Essex Fells,NJ,New Jersey,40.8271,-74.2798
Pymatuning Central,Pymatuning Central,PA,Pennsylvania,41.5855,-80.4795
Marshall,Marshall,VA,Virginia,38.8661,-77.8453
Walnutport,Walnutport,PA,Pennsylvania,40.7514,-75.5955
Geneva,Geneva,NE,Nebraska,40.5308,-97.5974
Greenfield,Greenfield,TN,Tennessee,36.16,-88.8036
Crystal Lawns,Crystal Lawns,IL,Illinois,41.5685,-88.1638
Astatula,Astatula,FL,Florida,28.7065,-81.7346
New Eagle,New Eagle,PA,Pennsylvania,40.2064,-79.9532
Gurdon,Gurdon,AR,Arkansas,33.9155,-93.1544
Cabin John,Cabin John,MD,Maryland,38.9743,-77.1635
Marceline,Marceline,MO,Missouri,39.7167,-92.9473
Granby,Granby,MO,Missouri,36.9181,-94.2607
Montegut,Montegut,LA,Louisiana,29.4656,-90.5617
Trucksville,Trucksville,PA,Pennsylvania,41.3101,-75.9281
Eglin AFB,Eglin AFB,FL,Florida,30.4592,-86.5499
Cairo,Cairo,IL,Illinois,37.0062,-89.1819
Versailles,Versailles,IN,Indiana,39.0636,-85.2564
Auburn,Auburn,MI,Michigan,43.6021,-84.0757
Glendale,Glendale,MS,Mississippi,31.368,-89.3086
Willowbrook,Willowbrook,IL,Illinois,41.4548,-87.54
Rockwell City,Rockwell City,IA,Iowa,42.3981,-94.6289
Naples,Naples,UT,Utah,40.4318,-109.4913
Houston,Houston,MO,Missouri,37.3212,-91.9611
Galesburg,Galesburg,MI,Michigan,42.2911,-85.4182
Cabool,Cabool,MO,Missouri,37.1262,-92.1032
Cowarts,Cowarts,AL,Alabama,31.2041,-85.3062
Columbus Grove,Columbus Grove,OH,Ohio,40.9205,-84.0598
Columbus,Columbus,MT,Montana,45.636,-109.2488
El Tumbao,El Tumbao,PR,Puerto Rico,18.0015,-66.8996
Cambridge,Cambridge,IL,Illinois,41.2984,-90.1907
Pecatonica,Pecatonica,IL,Illinois,42.3087,-89.3577
Ceiba,Ceiba,PR,Puerto Rico,18.4434,-66.3468
Elsberry,Elsberry,MO,Missouri,39.1683,-90.7879
Tracy,Tracy,MN,Minnesota,44.239,-95.6153
Ord,Ord,NE,Nebraska,41.5995,-98.9169
Southmont,Southmont,PA,Pennsylvania,40.3108,-78.9327
River Heights,River Heights,UT,Utah,41.7219,-111.8195
Westbrook Center,Westbrook Center,CT,Connecticut,41.2811,-72.4424
Seneca,Seneca,KS,Kansas,39.8376,-96.0689
Oakley,Oakley,KS,Kansas,39.1234,-100.8451
Bedford,Bedford,NY,New York,41.1943,-73.6468
Coal Grove,Coal Grove,OH,Ohio,38.4976,-82.6423
Southworth,Southworth,WA,Washington,47.5126,-122.5298
Morrisville,Morrisville,VT,Vermont,44.5583,-72.5933
Weatherby Lake,Weatherby Lake,MO,Missouri,39.2365,-94.696
Holcomb,Holcomb,KS,Kansas,37.9864,-100.9937
New Haven,New Haven,MO,Missouri,38.6048,-91.2179
Stevensville,Stevensville,MT,Montana,46.511,-114.0788
Tiburones,Tiburones,PR,Puerto Rico,18.4382,-66.5809
Blanco,Blanco,TX,Texas,30.0987,-98.4169
North Vacherie,North Vacherie,LA,Louisiana,30.0047,-90.711
Cardington,Cardington,OH,Ohio,40.498,-82.8937
Browns Lake,Browns Lake,WI,Wisconsin,42.6908,-88.2308
Lyman,Lyman,WY,Wyoming,41.3275,-110.2975
Anthony,Anthony,KS,Kansas,37.1573,-98.0408
Kirbyville,Kirbyville,TX,Texas,30.6578,-93.9001
Dolgeville,Dolgeville,NY,New York,43.1031,-74.7749
Topton,Topton,PA,Pennsylvania,40.5032,-75.7024
Wellington,Wellington,TX,Texas,34.8538,-100.2141
Pegram,Pegram,TN,Tennessee,36.1037,-87.0565
Sac City,Sac City,IA,Iowa,42.4217,-94.9979
Farmingdale,Farmingdale,ME,Maine,44.2507,-69.7827
Los Prados,Los Prados,PR,Puerto Rico,18.233,-66.0619
Robesonia,Robesonia,PA,Pennsylvania,40.3495,-76.1391
Conway,Conway,PA,Pennsylvania,40.6674,-80.2411
Mountain View,Mountain View,CA,California,38.0093,-122.1169
Greensburg,Greensburg,KY,Kentucky,37.2599,-85.4966
Barview,Barview,OR,Oregon,43.347,-124.3073
Glen Rock,Glen Rock,PA,Pennsylvania,39.7935,-76.7307
Colfax,Colfax,IA,Iowa,41.68,-93.2386
Pardeeville,Pardeeville,WI,Wisconsin,43.5359,-89.301
Lake Mary Jane,Lake Mary Jane,FL,Florida,28.3853,-81.1709
Unionville,Unionville,TN,Tennessee,35.6118,-86.5739
Stephens City,Stephens City,VA,Virginia,39.0902,-78.223
North Beach Haven,North Beach Haven,NJ,New Jersey,39.6008,-74.2123
Cape Carteret,Cape Carteret,NC,North Carolina,34.6973,-77.0572
Midway,Midway,GA,Georgia,31.8003,-81.419
Jarales,Jarales,NM,New Mexico,34.6147,-106.7631
McCamey,McCamey,TX,Texas,31.1325,-102.22
Olton,Olton,TX,Texas,34.1802,-102.137
Simmesport,Simmesport,LA,Louisiana,30.9805,-91.8143
New Stanton,New Stanton,PA,Pennsylvania,40.2237,-79.6086
Kohler,Kohler,WI,Wisconsin,43.7364,-87.7795
Hudson Bend,Hudson Bend,TX,Texas,30.4139,-97.928
Jacksboro,Jacksboro,TN,Tennessee,36.3352,-84.1928
Castlewood,Castlewood,VA,Virginia,36.8782,-82.2879
Stratford,Stratford,TX,Texas,36.3376,-102.076
Thorsby,Thorsby,AL,Alabama,32.917,-86.7203
Wilsonville,Wilsonville,AL,Alabama,33.2351,-86.4882
Chevy Chase Village,Chevy Chase Village,MD,Maryland,38.9698,-77.0793
Ganado,Ganado,TX,Texas,29.0413,-96.511
Imperial,Imperial,NE,Nebraska,40.5145,-101.6374
Bellerose Terrace,Bellerose Terrace,NY,New York,40.7221,-73.7252
Three Forks,Three Forks,MT,Montana,45.89,-111.5522
Hale Center,Hale Center,TX,Texas,34.0662,-101.8462
Leonard,Leonard,TX,Texas,33.383,-96.2467
Seth Ward,Seth Ward,TX,Texas,34.2163,-101.6945
Brinkley,Brinkley,AR,Arkansas,34.89,-91.1902
Edgard,Edgard,LA,Louisiana,30.0362,-90.546
Jermyn,Jermyn,PA,Pennsylvania,41.5274,-75.5455
Buena Vista,Buena Vista,GA,Georgia,32.3188,-84.5177
Postville,Postville,IA,Iowa,43.084,-91.5683
Chenoweth,Chenoweth,OR,Oregon,45.6206,-121.2363
Warren,Warren,OR,Oregon,45.8133,-122.8797
Ida Grove,Ida Grove,IA,Iowa,42.3439,-95.4732
Lisbon,Lisbon,ND,North Dakota,46.4385,-97.6841
Sacaton,Sacaton,AZ,Arizona,33.0793,-111.7683
Yorktown,Yorktown,TX,Texas,28.9829,-97.505
Wallkill,Wallkill,NY,New York,41.6085,-74.1646
Gibsonia,Gibsonia,PA,Pennsylvania,40.6322,-79.9684
McDonald,McDonald,PA,Pennsylvania,40.3701,-80.2323
Hinckley,Hinckley,IL,Illinois,41.7714,-88.6397
Snow Hill,Snow Hill,MD,Maryland,38.1654,-75.3968
West Branch,West Branch,MI,Michigan,44.2736,-84.2362
Bellevue,Bellevue,IL,Illinois,40.6877,-89.6732
Falmouth,Falmouth,ME,Maine,43.7121,-70.2343
Newburgh Heights,Newburgh Heights,OH,Ohio,41.4509,-81.6627
Woodland Beach,Woodland Beach,MI,Michigan,41.9418,-83.3141
Hanscom AFB,Hanscom AFB,MA,Massachusetts,42.4582,-71.2793
Fifth Street,Fifth Street,TX,Texas,29.5982,-95.5519
Bellport,Bellport,NY,New York,40.7547,-72.9423
Eddington,Eddington,PA,Pennsylvania,40.0865,-74.9445
Salem,Salem,AR,Arkansas,34.631,-92.5608
Veedersburg,Veedersburg,IN,Indiana,40.114,-87.2568
St. Croix Falls,St. Croix Falls,WI,Wisconsin,45.41,-92.6268
West Hill,West Hill,OH,Ohio,41.23,-80.5269
Troup,Troup,TX,Texas,32.145,-95.1229
Harbor,Harbor,OR,Oregon,42.0386,-124.2516
East McKeesport,East McKeesport,PA,Pennsylvania,40.3849,-79.8073
Bertsch-Oceanview,Bertsch-Oceanview,CA,California,41.7524,-124.1594
Pearson,Pearson,GA,Georgia,31.297,-82.8544
Ninety Six,Ninety Six,SC,South Carolina,34.1696,-82.024
Afton,Afton,WY,Wyoming,42.7271,-110.9315
East Ithaca,East Ithaca,NY,New York,42.4263,-76.4627
Halstead,Halstead,KS,Kansas,37.9999,-97.5102
Selmont-West Selmont,Selmont-West Selmont,AL,Alabama,32.3784,-87.0074
Lake Odessa,Lake Odessa,MI,Michigan,42.7824,-85.1374
Liberty City,Liberty City,TX,Texas,32.4502,-94.9438
Erath,Erath,LA,Louisiana,29.9587,-92.0371
North Beach,North Beach,MD,Maryland,38.708,-76.5347
Little River-Academy,Little River-Academy,TX,Texas,30.9876,-97.3531
Belcourt,Belcourt,ND,North Dakota,48.8417,-99.7447
Mountain Lake,Mountain Lake,MN,Minnesota,43.9414,-94.9273
Washburn,Washburn,WI,Wisconsin,46.6769,-90.9017
Creola,Creola,AL,Alabama,30.8903,-88.01
Banks,Banks,OR,Oregon,45.6148,-123.1064
Ocean Gate,Ocean Gate,NJ,New Jersey,39.9268,-74.135
Estill Springs,Estill Springs,TN,Tennessee,35.2753,-86.1395
Laurel Hollow,Laurel Hollow,NY,New York,40.8541,-73.4755
Manchester Center,Manchester Center,VT,Vermont,43.1822,-73.0362
Quail Ridge,Quail Ridge,FL,Florida,28.3451,-82.5535
Jemez Pueblo,Jemez Pueblo,NM,New Mexico,35.6068,-106.7332
Gardendale,Gardendale,TX,Texas,32.0105,-102.3587
Bayou Gauche,Bayou Gauche,LA,Louisiana,29.8081,-90.421
Leadville North,Leadville North,CO,Colorado,39.26,-106.3112
Heritage Pines,Heritage Pines,FL,Florida,28.4267,-82.6254
Cudjoe Key,Cudjoe Key,FL,Florida,24.6746,-81.4986
Star City,Star City,AR,Arkansas,33.9408,-91.84
Arial,Arial,SC,South Carolina,34.8462,-82.6404
Cuba City,Cuba City,WI,Wisconsin,42.6036,-90.4316
Sea Isle City,Sea Isle City,NJ,New Jersey,39.1523,-74.6976
Monte Alto,Monte Alto,TX,Texas,26.3744,-97.9727
Hughesville,Hughesville,PA,Pennsylvania,41.239,-76.7254
Jonestown,Jonestown,PA,Pennsylvania,40.4129,-76.4807
Oakwood Hills,Oakwood Hills,IL,Illinois,42.2478,-88.2401
Kahoka,Kahoka,MO,Missouri,40.4236,-91.7187
Volga,Volga,SD,South Dakota,44.3232,-96.9223
North York,North York,PA,Pennsylvania,39.978,-76.7309
Rankin,Rankin,PA,Pennsylvania,40.411,-79.8811
Lexington,Lexington,IL,Illinois,40.647,-88.7841
Charlotte Hall,Charlotte Hall,MD,Maryland,38.4667,-76.7847
Beresford,Beresford,SD,South Dakota,43.0797,-96.7802
Lofall,Lofall,WA,Washington,47.8113,-122.6564
Hurlock,Hurlock,MD,Maryland,38.6268,-75.864
Mannington,Mannington,WV,West Virginia,39.5274,-80.3409
Maunawili,Maunawili,HI,Hawaii,21.3667,-157.7713
Lunenburg,Lunenburg,MA,Massachusetts,42.5934,-71.7269
Las Carolinas,Las Carolinas,PR,Puerto Rico,18.2539,-66.0658
Amboy,Amboy,WA,Washington,45.9122,-122.4796
Vinton,Vinton,TX,Texas,31.9597,-106.5935
Leipsic,Leipsic,OH,Ohio,41.1096,-83.9674
Columbia City,Columbia City,OR,Oregon,45.895,-122.8115
Hamlin,Hamlin,TX,Texas,32.8898,-100.1329
Detroit Beach,Detroit Beach,MI,Michigan,41.9313,-83.3292
Kiefer,Kiefer,OK,Oklahoma,35.9439,-96.0527
Kemah,Kemah,TX,Texas,29.5307,-95.0194
Haynesville,Haynesville,LA,Louisiana,32.9667,-93.1376
Pine Level,Pine Level,NC,North Carolina,35.503,-78.2494
Piru,Piru,CA,California,34.4075,-118.7999
Lake Summerset,Lake Summerset,IL,Illinois,42.4521,-89.3984
Mangonia Park,Mangonia Park,FL,Florida,26.7586,-80.0761
Pojoaque,Pojoaque,NM,New Mexico,35.8962,-106.0105
Southwest Greensburg,Southwest Greensburg,PA,Pennsylvania,40.292,-79.5477
Thomaston,Thomaston,ME,Maine,44.0803,-69.1807
McAlmont,McAlmont,AR,Arkansas,34.7926,-92.1959
Sigourney,Sigourney,IA,Iowa,41.3341,-92.2045
Troy,Troy,TX,Texas,31.2,-97.3019
Lima,Lima,NY,New York,42.9069,-77.6123
Woodville,Woodville,OH,Ohio,41.451,-83.364
Tigerville,Tigerville,SC,South Carolina,35.0669,-82.3695
Long Beach,Long Beach,MD,Maryland,38.4568,-76.4737
Sharpsburg,Sharpsburg,NC,North Carolina,35.8663,-77.8306
Houserville,Houserville,PA,Pennsylvania,40.8265,-77.8226
Sun Valley,Sun Valley,PA,Pennsylvania,40.98,-75.4688
Sparks,Sparks,GA,Georgia,31.1693,-83.4405
Hillsboro Beach,Hillsboro Beach,FL,Florida,26.2837,-80.0796
Memphis,Memphis,TX,Texas,34.7268,-100.5417
Belmont Estates,Belmont Estates,VA,Virginia,38.4465,-78.9228
Laymantown,Laymantown,VA,Virginia,37.3628,-79.8525
Shelby,Shelby,MI,Michigan,43.6114,-86.3648
South Wenatchee,South Wenatchee,WA,Washington,47.3885,-120.2828
Ellis,Ellis,KS,Kansas,38.9346,-99.5568
Hildebran,Hildebran,NC,North Carolina,35.7181,-81.4211
Bethel Island,Bethel Island,CA,California,38.0288,-121.6404
St. Paris,St. Paris,OH,Ohio,40.127,-83.9644
Lathrop,Lathrop,MO,Missouri,39.5512,-94.3286
Seymour,Seymour,MO,Missouri,37.1485,-92.7694
Rainier,Rainier,OR,Oregon,46.0768,-122.9404
Fairview-Ferndale,Fairview-Ferndale,PA,Pennsylvania,40.7803,-76.5754
Collinsville,Collinsville,AL,Alabama,34.267,-85.8652
Slater-Marietta,Slater-Marietta,SC,South Carolina,35.0348,-82.4927
Devon,Devon,PA,Pennsylvania,40.0496,-75.4271
Arcanum,Arcanum,OH,Ohio,39.9923,-84.5543
Roman Forest,Roman Forest,TX,Texas,30.1813,-95.1548
Wallace,Wallace,FL,Florida,30.6746,-87.1996
Pelican Bay,Pelican Bay,TX,Texas,32.9227,-97.5189
Mogul,Mogul,NV,Nevada,39.5164,-119.9232
Kechi,Kechi,KS,Kansas,37.8234,-97.289
Eupora,Eupora,MS,Mississippi,33.5436,-89.2766
Goliad,Goliad,TX,Texas,28.6708,-97.3916
Springfield,Springfield,MN,Minnesota,44.2372,-94.9819
Bryant,Bryant,WA,Washington,48.24,-122.1638
Pine Island Center,Pine Island Center,FL,Florida,26.6351,-82.1253
Seneca Knolls,Seneca Knolls,NY,New York,43.12,-76.2874
Level Plains,Level Plains,AL,Alabama,31.3071,-85.7687
Flora,Flora,IN,Indiana,40.5455,-86.5226
Albany,Albany,KY,Kentucky,36.6906,-85.1353
Napavine,Napavine,WA,Washington,46.5842,-122.9006
Shorewood Hills,Shorewood Hills,WI,Wisconsin,43.0788,-89.4467
Eyota,Eyota,MN,Minnesota,43.9883,-92.2321
Jonesville,Jonesville,LA,Louisiana,31.6238,-91.83
Girard,Girard,IL,Illinois,39.4466,-89.7821
Crimora,Crimora,VA,Virginia,38.1618,-78.8413
Wapello,Wapello,IA,Iowa,41.1771,-91.1881
Edgerton,Edgerton,OH,Ohio,41.4494,-84.75
Port Allegany,Port Allegany,PA,Pennsylvania,41.8149,-78.2768
Lenox,Lenox,MA,Massachusetts,42.3588,-73.2855
Garyville,Garyville,LA,Louisiana,30.0688,-90.6285
Moravian Falls,Moravian Falls,NC,North Carolina,36.1068,-81.1808
Valley View,Valley View,OH,Ohio,41.3832,-81.6067
Seabrook Farms,Seabrook Farms,NJ,New Jersey,39.5015,-75.219
South Greensburg,South Greensburg,PA,Pennsylvania,40.2783,-79.5473
Randolph,Randolph,ME,Maine,44.2347,-69.7506
Enterprise,Enterprise,OR,Oregon,45.4258,-117.2789
Nanawale Estates,Nanawale Estates,HI,Hawaii,19.5042,-154.9117
Freeland,Freeland,WA,Washington,48.0185,-122.5358
Rainbow,Rainbow,CA,California,33.4098,-117.1395
Judsonia,Judsonia,AR,Arkansas,35.277,-91.6411
Lusby,Lusby,MD,Maryland,38.362,-76.4372
Cooper,Cooper,TX,Texas,33.3716,-95.6912
Burnham,Burnham,PA,Pennsylvania,40.6353,-77.5632
Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley,CA,California,36.9606,-121.8341
Rosemount,Rosemount,OH,Ohio,38.7812,-82.9664
Trail Creek,Trail Creek,IN,Indiana,41.6963,-86.8555
Derwood,Derwood,MD,Maryland,39.1136,-77.1509
Kenilworth,Kenilworth,PA,Pennsylvania,40.2242,-75.6418
South Roxana,South Roxana,IL,Illinois,38.812,-90.0611
Drexel,Drexel,OH,Ohio,39.7382,-84.2931
Roanoke,Roanoke,IL,Illinois,40.7969,-89.2023
Los Llanos,Los Llanos,PR,Puerto Rico,18.0579,-66.4092
Leechburg,Leechburg,PA,Pennsylvania,40.6303,-79.6022
Dover,Dover,PA,Pennsylvania,40.0033,-76.8484
Belmont,Belmont,MS,Mississippi,34.5046,-88.208
Homosassa,Homosassa,FL,Florida,28.7849,-82.6079
Beverly Hills,Beverly Hills,TX,Texas,31.5224,-97.1563
Cecilia,Cecilia,LA,Louisiana,30.3368,-91.8476
Piperton,Piperton,TN,Tennessee,35.0512,-89.6091
Liberty,Liberty,IN,Indiana,39.6349,-84.926
Clancy,Clancy,MT,Montana,46.4493,-112.0029
Carlisle,Carlisle,KY,Kentucky,38.3162,-84.0333
Bunker Hill,Bunker Hill,OR,Oregon,43.3502,-124.2082
Sussex,Sussex,NJ,New Jersey,41.2095,-74.6079
Aitkin,Aitkin,MN,Minnesota,46.5289,-93.7067
Fort Denaud,Fort Denaud,FL,Florida,26.7404,-81.5241
Macedon,Macedon,NY,New York,43.0653,-77.3001
Lake Mills,Lake Mills,IA,Iowa,43.4169,-93.5321
West Hamburg,West Hamburg,PA,Pennsylvania,40.5524,-76.002
Batavia,Batavia,OH,Ohio,39.0815,-84.1718
Daguao,Daguao,PR,Puerto Rico,18.2217,-65.6798
Hyde Park,Hyde Park,NY,New York,41.7829,-73.9364
Wilton,Wilton,ME,Maine,44.5961,-70.2372
Mattawan,Mattawan,MI,Michigan,42.2165,-85.7858
Boonville,Boonville,NY,New York,43.4813,-75.3296
First Mesa,First Mesa,AZ,Arizona,35.8389,-110.3665
Carrington,Carrington,ND,North Dakota,47.4521,-99.1304
Abram,Abram,TX,Texas,26.2182,-98.4181
Hayden,Hayden,CO,Colorado,40.4851,-107.2391
Churubusco,Churubusco,IN,Indiana,41.231,-85.3197
Ogden,Ogden,IA,Iowa,42.0395,-94.0283
South Bloomfield,South Bloomfield,OH,Ohio,39.717,-82.9931
Epworth,Epworth,IA,Iowa,42.4465,-90.9313
Springerville,Springerville,AZ,Arizona,34.156,-109.2989
Aberdeen,Aberdeen,ID,Idaho,42.9441,-112.8384
Cave Junction,Cave Junction,OR,Oregon,42.1672,-123.6474
Pinehurst,Pinehurst,TX,Texas,30.1087,-93.7704
Varnville,Varnville,SC,South Carolina,32.8521,-81.0802
Battle Ground,Battle Ground,IN,Indiana,40.5076,-86.8527
Livingston,Livingston,LA,Louisiana,30.4953,-90.7467
Remsenburg-Speonk,Remsenburg-Speonk,NY,New York,40.8169,-72.7046
Calwa,Calwa,CA,California,36.7136,-119.7607
Minonk,Minonk,IL,Illinois,40.9104,-89.0381
Slayton,Slayton,MN,Minnesota,43.9902,-95.7578
Badin,Badin,NC,North Carolina,35.4072,-80.1184
Wofford Heights,Wofford Heights,CA,California,35.7127,-118.4732
Camden,Camden,OH,Ohio,39.6374,-84.6445
Coupeville,Coupeville,WA,Washington,48.2172,-122.6775
Burnt Store Marina,Burnt Store Marina,FL,Florida,26.7645,-82.0507
Arcade,Arcade,GA,Georgia,34.0694,-83.5399
Coleraine,Coleraine,MN,Minnesota,47.2638,-93.4524
East Atlantic Beach,East Atlantic Beach,NY,New York,40.5876,-73.7092
Hodgkins,Hodgkins,IL,Illinois,41.7659,-87.8613
Atkins,Atkins,IA,Iowa,41.9943,-91.8585
McColl,McColl,SC,South Carolina,34.6665,-79.5447
Midway,Midway,PA,Pennsylvania,39.8039,-77.0052
Mason Neck,Mason Neck,VA,Virginia,38.6556,-77.1819
Monticello,Monticello,UT,Utah,37.8684,-109.3384
Custer,Custer,SD,South Dakota,43.7668,-103.6005
Carterville,Carterville,MO,Missouri,37.1466,-94.4388
Caney,Caney,KS,Kansas,37.014,-95.9316
Mill City,Mill City,OR,Oregon,44.7519,-122.4779
Cade,Cade,LA,Louisiana,30.0926,-91.8996
Somerset,Somerset,TX,Texas,29.2285,-98.6567
Canyonville,Canyonville,OR,Oregon,42.9274,-123.2781
Mart,Mart,TX,Texas,31.5421,-96.8299
Yanceyville,Yanceyville,NC,North Carolina,36.4111,-79.3401
Sumner,Sumner,IA,Iowa,42.8498,-92.0971
Lebanon Junction,Lebanon Junction,KY,Kentucky,37.8358,-85.7243
Clyde,Clyde,NY,New York,43.0839,-76.8707
Stagecoach,Stagecoach,NV,Nevada,39.3656,-119.3832
Golden Meadow,Golden Meadow,LA,Louisiana,29.3876,-90.2739
Syracuse,Syracuse,NE,Nebraska,40.6635,-96.1827
Newtown,Newtown,CT,Connecticut,41.4119,-73.312
Collinsville,Collinsville,TX,Texas,33.5593,-96.9072
Hopwood,Hopwood,PA,Pennsylvania,39.8773,-79.7017
Davisboro,Davisboro,GA,Georgia,32.9826,-82.6032
Kouts,Kouts,IN,Indiana,41.3172,-87.0269
Willard,Willard,UT,Utah,41.4146,-112.0446
Ogden,Ogden,KS,Kansas,39.1127,-96.7028
Georgetown,Georgetown,PA,Pennsylvania,41.2267,-75.8719
Carbon Cliff,Carbon Cliff,IL,Illinois,41.4981,-90.3917
Granite,Granite,OK,Oklahoma,34.9561,-99.3703
Ocean Ridge,Ocean Ridge,FL,Florida,26.5287,-80.0499
Fritz Creek,Fritz Creek,AK,Alaska,59.747,-151.2884
Stewart Manor,Stewart Manor,NY,New York,40.7203,-73.6853
Britt,Britt,IA,Iowa,43.0975,-93.8032
Northwood,Northwood,IA,Iowa,43.4441,-93.2166
Manchester,Manchester,OH,Ohio,38.6902,-83.6053
Landisville,Landisville,PA,Pennsylvania,40.0902,-76.4063
Bayview,Bayview,CA,California,38.0056,-122.3198
Erma,Erma,NJ,New Jersey,38.9971,-74.8932
Waverly,Waverly,VA,Virginia,37.034,-77.0956
Arden on the Severn,Arden on the Severn,MD,Maryland,39.0677,-76.5963
Princeville,Princeville,HI,Hawaii,22.2177,-159.4809
Waimea,Waimea,HI,Hawaii,21.9651,-159.6679
Limon,Limon,CO,Colorado,39.2653,-103.6855
Stevenson,Stevenson,AL,Alabama,34.8487,-85.8437
Prudenville,Prudenville,MI,Michigan,44.3015,-84.6652
Inkerman,Inkerman,PA,Pennsylvania,41.2968,-75.8167
Colby,Colby,WI,Wisconsin,44.9107,-90.3159
Three Rivers,Three Rivers,TX,Texas,28.4668,-98.1784
Shelby,Shelby,MS,Mississippi,33.9508,-90.7653
Star City,Star City,WV,West Virginia,39.6587,-79.9868
St. Bonaventure,St. Bonaventure,NY,New York,42.0806,-78.475
China Lake Acres,China Lake Acres,CA,California,35.6387,-117.7667
Augusta,Augusta,AR,Arkansas,35.2866,-91.3614
Bull Shoals,Bull Shoals,AR,Arkansas,36.3747,-92.5903
Sparta,Sparta,MO,Missouri,37.002,-93.0846
Hoyt Lakes,Hoyt Lakes,MN,Minnesota,47.5598,-92.1157
Baraga,Baraga,MI,Michigan,46.7766,-88.4965
Brewster Hill,Brewster Hill,NY,New York,41.4228,-73.6069
Northfield,Northfield,VT,Vermont,44.1531,-72.6557
Krebs,Krebs,OK,Oklahoma,34.93,-95.72
Sausal,Sausal,NM,New Mexico,34.6803,-106.7589
Cricket,Cricket,NC,North Carolina,36.1688,-81.1933
Kingstown,Kingstown,MD,Maryland,39.2036,-76.0465
Winnsboro Mills,Winnsboro Mills,SC,South Carolina,34.3561,-81.0709
Lost Hills,Lost Hills,CA,California,35.6254,-119.6789
Ellinwood,Ellinwood,KS,Kansas,38.3574,-98.5837
Berlin,Berlin,PA,Pennsylvania,39.9215,-78.9509
Goshen,Goshen,AR,Arkansas,36.1043,-94.0035
Morovis,Morovis,PR,Puerto Rico,18.3269,-66.4058
Shippensburg University,Shippensburg University,PA,Pennsylvania,40.0618,-77.5228
New Chicago,New Chicago,IN,Indiana,41.5587,-87.2718
Point of Rocks,Point of Rocks,MD,Maryland,39.2781,-77.5292
Mars Hill,Mars Hill,NC,North Carolina,35.8281,-82.5484
Prophetstown,Prophetstown,IL,Illinois,41.6702,-89.9349
Mount Olive,Mount Olive,IL,Illinois,39.0726,-89.7277
Wrens,Wrens,GA,Georgia,33.2069,-82.3878
Privateer,Privateer,SC,South Carolina,33.8169,-80.3947
Zwolle,Zwolle,LA,Louisiana,31.6398,-93.6412
Pennville,Pennville,PA,Pennsylvania,39.788,-76.9906
Fisher,Fisher,IL,Illinois,40.3157,-88.3503
Farmer City,Farmer City,IL,Illinois,40.248,-88.6424
Blooming Prairie,Blooming Prairie,MN,Minnesota,43.8683,-93.0552
Albany,Albany,TX,Texas,32.7272,-99.2956
West Carthage,West Carthage,NY,New York,43.973,-75.6219
Huntington,Huntington,UT,Utah,39.3301,-110.9628
